match_id,team_side,team_code,player_id,player_name,position,jersey_number,is_starting,formation,lineup_status,confidence
25-26-champions-league-arsenal-vs-slavia-prague,away,,,J. Markovič,G,35,True,3-4-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,away,,,T. Vlček,D,27,True,3-4-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,away,,,S. Chaloupek,D,2,True,3-4-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,away,,,D. Zima,D,4,True,3-4-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,away,,,D. Moses,M,16,True,3-4-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,away,,,C. Zafeiris,M,10,True,3-4-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,away,,,M. Sadílek,M,23,True,3-4-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,away,,,Y. Mbodji,M,12,True,3-4-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,away,,,L. Provod,F,17,True,3-4-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,away,,,T. Chorý,F,25,True,3-4-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,away,,,Y. Sanyang,F,11,True,3-4-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,away,,,M. Chytil,F,13,False,3-4-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,away,,,D. Doudera,M,21,False,3-4-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,away,,,M. Cham-Saračević,M,7,False,3-4-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,away,,,D. Hashioka,D,8,False,3-4-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,away,,,V. Kušej,F,9,False,3-4-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,away,,,E. Prekop,F,31,False,3-4-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,away,,,D. Toula,F,30,False,3-4-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,away,,,A. Rezek,G,40,False,3-4-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,away,,,J. Kolisek,D,44,False,3-4-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,away,,,J. Bořil,D,18,False,3-4-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,away,,,T. Jelinek,M,43,False,3-4-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,away,,,J. Staněk,G,36,False,3-4-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,home,3,,D. Raya,G,1,True,4-3-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,home,3,8,J. Timber,D,12,True,4-3-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,home,3,,W. Saliba,D,2,True,4-3-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,home,3,5,Gabriel,D,6,True,4-3-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,home,3,,P. Hincapié,D,5,True,4-3-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,home,3,,E. Nwaneri,M,22,True,4-3-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,home,3,,C. Nørgaard,M,16,True,4-3-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,home,3,,D. Rice,M,41,True,4-3-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,home,3,,B. Saka,F,7,True,4-3-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,home,3,,M. Merino,F,23,True,4-3-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,home,3,,L. Trossard,F,19,True,4-3-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,home,3,,E. Eze,M,10,False,4-3-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,home,3,,M. Dowman,M,56,False,4-3-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,home,3,,B. White,D,4,False,4-3-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,home,3,,M. Lewis-Skelly,D,49,False,4-3-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,home,3,,A. Annous,F,71,False,4-3-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,home,3,,C. Mosquera,D,3,False,4-3-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,home,3,,C. S. Jr.,F,53,False,4-3-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,home,3,,T. Setford,G,35,False,4-3-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,home,3,,A. Rojas,G,51,False,4-3-3,confirmed,
25-26-champions-league-arsenal-vs-slavia-prague,home,3,,R. Calafiori,D,33,False,4-3-3,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,away,4,,N. Pope,G,1,True,4-3-3,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,away,4,,K. Trippier,D,2,True,4-3-3,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,away,4,,M. Thiaw,D,12,True,4-3-3,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,away,4,,S. Botman,D,4,True,4-3-3,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,away,4,,D. Burn,D,33,True,4-3-3,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,away,4,,B. Guimarães,M,39,True,4-3-3,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,away,4,,S. Tonali,M,8,True,4-3-3,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,away,4,490,Joelinton,M,7,True,4-3-3,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,away,4,,H. Barnes,F,11,True,4-3-3,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,away,4,,N. Woltemade,F,27,True,4-3-3,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,away,4,,A. Gordon,F,10,True,4-3-3,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,away,4,489,J. Murphy,M,23,False,4-3-3,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,away,4,,L. Hall,D,3,False,4-3-3,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,away,4,,A. Elanga,F,20,False,4-3-3,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,away,4,497,L. Miley,M,67,False,4-3-3,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,away,4,52,J. Ramsey,M,41,False,4-3-3,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,away,4,,M. Thompson,G,31,False,4-3-3,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,away,4,,A. Ramsdale,G,32,False,4-3-3,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,away,4,,J. Willock,M,28,False,4-3-3,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,away,4,481,A. Murphy,D,37,False,4-3-3,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,away,4,,F. Schär,D,5,False,4-3-3,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,away,4,,E. Krafth,D,17,False,4-3-3,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,home,,,U. Simón,G,1,True,4-2-3-1,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,home,,,J. Areso,D,12,True,4-2-3-1,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,home,,,D. Vivian,D,3,True,4-2-3-1,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,home,,,A. Paredes,D,4,True,4-2-3-1,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,home,,,A. Boiro,D,19,True,4-2-3-1,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,home,,,A. R. Mora,M,30,True,4-2-3-1,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,home,,,M. Jauregizar,M,18,True,4-2-3-1,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,home,,,R. Navarro,M,23,True,4-2-3-1,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,home,,,M. Vesga,M,6,True,4-2-3-1,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,home,,,Á. Berenguer,M,7,True,4-2-3-1,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,home,,,U. Gómez,F,20,True,4-2-3-1,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,home,,,N. Serrano,F,22,False,4-2-3-1,confirmed,
25-26-champions-league-athletic-club-vs-newcastle-united,home,,,S. Sánchez,M,44,False,4-2-3-1,confirmed,
