id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
39,a,,,4.2,637,147.0,0,0.0,-3,3.0,0.6,230,88.0,40,1,1.7,386.0,143.0,0,202,1.0,262.0,96.0,0.2,9.5,0.0,83086,317,110376,670,1.0,0.5,1.05,1.85,2.9,22.13,0.08,0.13,0.21,1.59,258.8,223.0,88.0,299.8,103.0,24.0,186.0,154.0,32.0,74.6,157.0,53.0,,,,30,,Ian,Maatsen,Maatsen,,,1251,0,0,2,20,0,0,0,2,0,0,13,113,,,,0.0,0.14,1.44,0.94,7.27,36,65,73
87,a,100.0,100.0,4.9,293,182.0,0,0.0,-1,1.0,0.1,550,201.0,33,5,1.6,398.0,171.0,0,142,2.2,182.0,72.0,0.4,6.7,0.0,10005,127,15957,42,1.7,2.7,1.49,0.53,2.02,13.35,0.21,0.07,0.28,1.88,149.8,313.0,141.0,148.0,209.0,135.0,140.0,203.0,113.0,44.1,281.0,140.0,,,,30,,Ryan,Christie,Christie,,,639,1,1,2,10,0,0,0,2,0,0,4,83,,,,0.0,0.28,1.41,0.56,11.69,18,22,43
114,u,0.0,0.0,3.8,815,259.0,0,0.0,-2,2.0,0.2,380,143.0,0,0,0.0,542.0,200.0,0,0,0.0,411.0,161.0,0.0,0.0,0.0,12981,0,30622,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0,199.0,0.0,516.0,199.0,0.0,485.0,194.0,0.0,533.0,199.0,,,,30,,Benjamin,Arthur,Arthur,has joined Celtic on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
280,u,0.0,0.0,4.5,455,275.0,0,0.0,0,0.0,0.0,812,361.0,0,0,0.0,717.0,292.0,0,0,0.0,639.0,239.0,0.0,0.0,0.0,0,0,191,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,287.0,0.0,708.0,289.0,0.0,692.0,282.0,0.0,713.0,288.0,,,,30,,David,Ozoh,Ozoh,Has joined Derby County on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
36,d,75.0,75.0,4.7,380,63.0,-1,1.0,2,-2.0,8.3,38,14.0,100,0,3.7,98.0,36.0,6,379,0.2,360.0,132.0,0.0,21.3,0.0,2812301,1291,2126900,30345,0.2,-0.2,1.04,2.44,3.48,36.25,0.04,0.09,0.13,1.39,533.0,63.0,28.0,413.7,54.0,8.0,188.0,148.0,29.0,113.5,70.0,12.0,5.0,,,30,,Matty,Cash,Cash,Calf injury - 75% chance of playing,,2352,3,2,7,27,0,0,0,7,0,0,27,173,,,,0.0,0.27,1.03,1.03,5.74,48,102,74
37,a,100.0,100.0,4.5,408,73.0,0,0.0,0,0.0,1.6,157,62.0,78,4,3.1,176.0,69.0,4,304,1.5,225.0,87.0,0.3,17.3,0.0,316402,4616,363629,764,1.5,1.0,0.54,2.52,3.06,21.47,0.03,0.16,0.19,1.32,298.4,197.0,78.0,341.2,76.0,17.0,110.0,235.0,61.0,74.8,155.0,52.0,,2.0,,30,,Lucas,Digne,Digne,,,1459,0,5,6,17,0,0,0,3,0,0,17,110,,,,0.0,0.37,1.05,1.05,5.31,27,59,53
745,a,,,4.0,735,208.0,0,0.0,0,0.0,0.0,624,223.0,1,0,1.0,459.0,169.0,0,3,0.0,509.0,211.0,0.0,0.2,0.0,2051,16,2014,36,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,504.0,178.0,0.5,475.0,174.0,0.0,586.0,242.0,0.1,508.0,179.0,,,,30,,Jun'ai,Byfield,Byfield,,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
648,u,0.0,0.0,5.3,194,121.0,0,0.0,-2,2.0,0.0,628,244.0,38,0,2.9,213.0,85.0,1,131,0.0,773.0,336.0,0.0,7.2,0.0,19177,0,23138,5,0.0,0.0,1.64,0.38,2.02,13.36,0.17,0.04,0.21,1.38,163.6,302.0,134.0,61.8,327.0,180.0,196.0,141.0,81.0,42.1,291.0,145.0,,,,30,,Marshall,Munetsi,Munetsi,has joined Paris FC on loan for the rest of the season.,,872,1,2,0,19,0,0,0,2,0,0,9,80,,,,0.0,0.0,1.96,0.93,8.26,21,39,20
649,u,0.0,0.0,5.0,265,161.0,0,0.0,0,0.0,0.0,814,362.0,0,0,0.0,789.0,347.0,0,0,0.0,748.0,319.0,0.0,0.0,0.0,0,0,162,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788.0,346.0,0.0,786.0,346.0,0.0,782.0,344.0,0.0,788.0,346.0,,,,30,,Boubacar,Traoré,B.Traore,Has joined FC Metz on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
245,s,0.0,0.0,4.9,330,205.0,0,0.0,-1,1.0,0.0,749,317.0,0,0,0.0,780.0,340.0,0,0,0.0,733.0,309.0,0.0,0.0,0.0,1022,6,1310,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.0,339.0,0.0,775.0,339.0,0.0,771.0,337.0,0.0,779.0,339.0,,,,30,,Mykhailo,Mudryk,Mudryk,Suspended - unknown return date,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
