match_id,team_side,team_code,player_id,player_name,position,jersey_number,is_starting,formation,lineup_status,confidence
25-26-champions-league-benfica-vs-chelsea,away,8,,R. Sánchez,G,1,True,4-2-3-1,confirmed,
25-26-champions-league-benfica-vs-chelsea,away,8,,M. Gusto,D,27,True,4-2-3-1,confirmed,
25-26-champions-league-benfica-vs-chelsea,away,8,,T. Chalobah,D,23,True,4-2-3-1,confirmed,
25-26-champions-league-benfica-vs-chelsea,away,8,229,B. Badiashile,D,5,True,4-2-3-1,confirmed,
25-26-champions-league-benfica-vs-chelsea,away,8,,M. Cucurella,D,3,True,4-2-3-1,confirmed,
25-26-champions-league-benfica-vs-chelsea,away,8,,E. Fernández,M,8,True,4-2-3-1,confirmed,
25-26-champions-league-benfica-vs-chelsea,away,8,,M. Caicedo,M,25,True,4-2-3-1,confirmed,
25-26-champions-league-benfica-vs-chelsea,away,8,,P. Neto,M,7,True,4-2-3-1,confirmed,
25-26-champions-league-benfica-vs-chelsea,away,8,,F. Buonanotte,M,40,True,4-2-3-1,confirmed,
25-26-champions-league-benfica-vs-chelsea,away,8,,A. Garnacho,M,49,True,4-2-3-1,confirmed,
25-26-champions-league-benfica-vs-chelsea,away,8,,T. George,F,32,True,4-2-3-1,confirmed,
25-26-champions-league-benfica-vs-chelsea,away,8,238,Estêvão,F,41,False,4-2-3-1,confirmed,
25-26-champions-league-benfica-vs-chelsea,away,8,,J. Pedro,F,20,False,4-2-3-1,confirmed,
25-26-champions-league-benfica-vs-chelsea,away,8,,J. Gittens,F,11,False,4-2-3-1,confirmed,
25-26-champions-league-benfica-vs-chelsea,away,8,,R. James,D,24,False,4-2-3-1,confirmed,
25-26-champions-league-benfica-vs-chelsea,away,8,,J. Acheampong,D,34,False,4-2-3-1,confirmed,
25-26-champions-league-benfica-vs-chelsea,away,8,,M. Merrick,G,50,False,4-2-3-1,confirmed,
25-26-champions-league-benfica-vs-chelsea,away,8,,J. Hato,D,21,False,4-2-3-1,confirmed,
25-26-champions-league-benfica-vs-chelsea,away,8,,M. Guiu,F,38,False,4-2-3-1,confirmed,
25-26-champions-league-benfica-vs-chelsea,away,8,,R. Lavia,M,45,False,4-2-3-1,confirmed,
25-26-champions-league-benfica-vs-chelsea,away,8,,F. Jørgensen,G,12,False,4-2-3-1,confirmed,
25-26-champions-league-benfica-vs-chelsea,away,8,,R. Walsh,M,46,False,4-2-3-1,confirmed,
25-26-champions-league-benfica-vs-chelsea,home,,,A. Trubin,G,1,True,4-3-3,confirmed,
25-26-champions-league-benfica-vs-chelsea,home,,,A. Dedić,D,17,True,4-3-3,confirmed,
25-26-champions-league-benfica-vs-chelsea,home,,,A. Silva,D,4,True,4-3-3,confirmed,
25-26-champions-league-benfica-vs-chelsea,home,,,N. Otamendi,D,30,True,4-3-3,confirmed,
25-26-champions-league-benfica-vs-chelsea,home,,,S. Dahl,D,26,True,4-3-3,confirmed,
25-26-champions-league-benfica-vs-chelsea,home,,,R. Ríos,M,20,True,4-3-3,confirmed,
25-26-champions-league-benfica-vs-chelsea,home,,,E. Barrenechea,M,5,True,4-3-3,confirmed,
25-26-champions-league-benfica-vs-chelsea,home,,,F. Aursnes,M,8,True,4-3-3,confirmed,
25-26-champions-league-benfica-vs-chelsea,home,,,D. Lukebakio,F,11,True,4-3-3,confirmed,
25-26-champions-league-benfica-vs-chelsea,home,,,V. Pavlidis,F,14,True,4-3-3,confirmed,
25-26-champions-league-benfica-vs-chelsea,home,,,G. Sudakov,F,10,True,4-3-3,confirmed,
