player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,accurate_passes_percent,chances_created,final_third_passes,accurate_crosses,accurate_crosses_percent,accurate_long_balls,accurate_long_balls_percent,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,ground_duels_won_percent,aerial_duels_won,aerial_duels_won_percent,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,dispossessed,high_claim,corners,saves_inside_box,offsides,successful_dribbles_percent,tackles_won_percent,xgot,tackles,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed,top_speed,distance_covered,walking_distance,running_distance,sprinting_distance,number_of_sprints,defensive_contributions
718,25-26-prem-arsenal-vs-west-ham-united,61,0,0,0,0.0,0.0,0,0,0,0,26,10,0.0,0.0,2,0,0.0,0,0.0,0,1,0,1,2,1,1,1,3,1,0.0,0,0.0,0,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5
626,25-26-prem-arsenal-vs-west-ham-united,29,0,0,1,0.13,0.0,0,1,1,1,11,1,0.0,0.0,0,0,0.0,0,0.0,0,2,1,0,0,0,0,2,4,1,0.0,1,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,90,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3
10,25-26-prem-arsenal-vs-west-ham-united,15,0,0,0,0.0,0.0,0,0,0,1,11,4,0.0,0.0,2,0,0.0,0,0.0,0,1,1,0,1,1,0,0,2,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3
22,25-26-prem-arsenal-vs-west-ham-united,11,0,0,2,0.16,0.0,0,0,0,2,15,9,0.0,0.0,2,0,0.0,0,0.0,0,0,0,0,0,0,1,1,6,1,0.0,0,0.0,1,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
610,25-26-prem-arsenal-vs-west-ham-united,79,0,0,0,0.0,0.01,0,0,0,1,35,10,0.0,0.0,2,0,0.0,1,0.0,0,0,0,1,5,1,0,1,3,0,0.0,1,0.0,0,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6
77,25-26-prem-afc-bournemouth-vs-fulham,61,0,0,0,0.0,0.16,0,0,0,0,52,33,0.0,0.0,10,0,0.0,3,0.0,0,0,3,0,1,1,0,4,0,2,0.0,2,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,2,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6
324,25-26-prem-afc-bournemouth-vs-fulham,86,0,0,3,0.11,0.12,1,1,0,0,57,33,0.0,3.0,1,1,0.0,3,0.0,0,0,7,0,0,0,1,1,2,1,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.02,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
84,25-26-prem-afc-bournemouth-vs-fulham,61,0,0,0,0.0,0.05,0,0,0,4,37,22,0.0,2.0,5,0,0.0,2,0.0,0,0,4,0,1,1,0,0,7,0,0.0,0,0.0,0,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5
331,25-26-prem-afc-bournemouth-vs-fulham,76,0,0,4,0.25,0.07,0,0,0,3,84,68,0.0,1.0,11,0,0.0,6,0.0,0,0,2,0,0,0,1,3,4,3,0.0,0,0.0,3,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,90,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2
335,25-26-prem-afc-bournemouth-vs-fulham,67,0,0,1,0.01,0.02,0,2,0,3,29,14,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,2,0,0,3,3,3,0.0,0,0.0,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2
